Change in area (10 km2),Change in length (m),Decimal Date,YYYY-MM-DD
-0.111155,-539.372000,2019.046500,2019-01-18
0.028345,-251.678000,2019.079400,2019-01-30
0.002045,-306.613200,2019.095800,2019-02-05
-0.017455,-347.636800,2019.112300,2019-02-11
-0.041555,-397.916100,2019.128700,2019-02-17
-0.065955,-450.083500,2019.145100,2019-02-23
-0.088455,-497.175100,2019.161500,2019-03-01
-0.139955,-608.629400,2019.194400,2019-03-13
-0.156755,-644.002000,2019.210800,2019-03-19
-0.157755,-644.976900,2019.227200,2019-03-25
-0.162955,-660.025100,2019.243700,2019-03-31
0.002445,-319.580400,2019.522900,2019-07-11
0.021045,-286.394800,2019.703600,2019-09-15
0.070645,-182.605100,2019.720100,2019-09-21
0.165645,-0.481900,2019.752900,2019-10-03
0.086145,-160.435900,2019.818600,2019-10-27
0.135045,-59.210900,2019.851500,2019-11-08
0.102145,-126.498700,2019.884300,2019-11-20
0.049845,-236.578200,2019.917200,2019-12-02
0.219645,103.263300,2019.950000,2019-12-14
0.178345,20.294600,2019.982900,2019-12-26
0.159745,-17.970700,2020.000000,2020-01-01
0.135445,-69.315200,2020.016400,2020-01-07
0.095745,-154.033100,2020.049300,2020-01-19
0.063045,-224.866300,2020.082100,2020-01-31
0.016245,-328.286700,2020.115000,2020-02-12
0.047045,-269.879700,2020.180700,2020-03-07
-0.014055,-404.972700,2020.213600,2020-03-19
-0.076255,-545.139100,2020.246400,2020-03-31
-0.068855,-528.255500,2020.279300,2020-04-12
0.038145,-313.063100,2020.345000,2020-05-06
-0.078755,-563.306000,2020.443500,2020-06-11
0.020045,-356.956800,2020.509200,2020-07-05
0.004845,-390.058500,2020.607800,2020-08-10
0.032445,-331.725500,2020.673500,2020-09-03
0.089345,-225.837700,2020.804900,2020-10-21
0.034645,-342.796500,2020.837800,2020-11-02
-0.011255,-439.644500,2020.870600,2020-11-14
-0.066355,-558.272000,2020.903500,2020-11-26
-0.068455,-561.742900,2020.936300,2020-12-08
-0.095655,-620.867000,2020.952800,2020-12-14
0.022545,-368.458300,2020.971900,2020-12-21
0.002045,-413.939900,2021.002700,2021-01-02
-0.020055,-460.908200,2021.013700,2021-01-06
-0.030055,-482.523200,2021.016400,2021-01-07
-0.034055,-491.010100,2021.019200,2021-01-08
0.062345,-287.346300,2021.035600,2021-01-14
0.038345,-338.825300,2021.052000,2021-01-20
0.034345,-347.241800,2021.054800,2021-01-21
0.006245,-407.069100,2021.079400,2021-01-30
0.019745,-380.857100,2021.131400,2021-02-18
-0.031555,-492.959400,2021.164300,2021-03-02
-0.137655,-730.302500,2021.230000,2021-03-26
-0.083855,-619.588500,2021.361400,2021-05-13
-0.114255,-686.685300,2021.394300,2021-05-25
0.082020,147.336400,2014.772100,2014-10-10
0.162520,313.753700,2014.796700,2014-10-19
0.167820,324.672500,2014.804900,2014-10-22
0.163020,314.044300,2014.829600,2014-10-31
0.157020,302.243100,2014.837800,2014-11-03
0.121820,230.907200,2014.862400,2014-11-12
0.106620,199.257300,2014.870600,2014-11-15
0.068920,118.413200,2014.895300,2014-11-24
0.056820,92.307200,2014.903500,2014-11-27
0.147120,274.176000,2014.969200,2014-12-21
0.150620,281.628700,2015.002700,2015-01-02
0.110220,196.964800,2015.027400,2015-01-11
0.098520,172.610200,2015.035600,2015-01-14
0.034420,32.413000,2015.101300,2015-02-07
0.028220,17.746500,2015.125900,2015-02-16
0.003020,-36.346300,2015.134200,2015-02-19
-0.037780,-125.098900,2015.167000,2015-03-03
0.022820,1.758500,2015.199900,2015-03-15
-0.002880,-54.492400,2015.224500,2015-03-24
0.000320,-47.681700,2015.232700,2015-03-27
-0.034280,-124.252900,2015.257400,2015-04-05
-0.044080,-146.017300,2015.265600,2015-04-08
-0.094580,-255.807400,2015.290200,2015-04-17
-0.020880,-96.158400,2015.331300,2015-05-02
-0.046680,-151.705600,2015.355900,2015-05-11
-0.046980,-152.343000,2015.364100,2015-05-14
0.145620,212.507100,2016.112300,2016-02-11
0.087720,90.363900,2016.145100,2016-02-23
0.055020,19.799600,2016.178000,2016-03-06
0.033620,-25.974500,2016.210800,2016-03-18
0.229920,322.114000,2017.063000,2017-01-24
0.201920,266.946000,2017.079400,2017-01-30
0.174220,210.181000,2017.095800,2017-02-05
0.148720,157.452200,2017.112300,2017-02-11
0.118420,94.669900,2017.128700,2017-02-17
0.205720,237.396400,2017.621500,2017-08-16
0.186020,196.935100,2017.637900,2017-08-22
0.161120,145.398400,2017.654300,2017-08-28
0.138820,99.416800,2017.670800,2017-09-03
0.121020,61.717200,2017.687200,2017-09-09
0.103020,23.616800,2017.703600,2017-09-15
0.068920,-48.732200,2017.720100,2017-09-21
0.248120,296.487000,2017.736500,2017-09-27
0.208820,220.814400,2017.752900,2017-10-03
0.186520,176.295600,2017.769300,2017-10-09
0.135420,72.450500,2017.802200,2017-10-21
0.112220,28.195300,2017.818600,2017-10-27
0.099820,3.472700,2017.835000,2017-11-02
0.087020,-21.850000,2017.851500,2017-11-08
0.068020,-60.682300,2017.867900,2017-11-14
0.060320,-77.260600,2017.884300,2017-11-20
0.044720,-110.489600,2017.900800,2017-11-26
0.018120,-166.581700,2017.917200,2017-12-02
0.048420,-100.978600,2017.933600,2017-12-08
0.031420,-138.443800,2017.950000,2017-12-14
0.018020,-167.952800,2017.966500,2017-12-20
0.004220,-198.553100,2017.982900,2017-12-26
-0.021280,-255.522100,2018.000000,2018-01-01
-0.033680,-282.679700,2018.016400,2018-01-07
-0.054980,-330.340600,2018.032900,2018-01-13
-0.081480,-389.354700,2018.049300,2018-01-19
-0.102780,-436.839900,2018.082100,2018-01-31
0.054420,-118.849000,2018.115000,2018-02-12
0.027620,-174.447200,2018.131400,2018-02-18
0.017320,-196.166100,2018.147800,2018-02-24
-0.005780,-245.627100,2018.164300,2018-03-02
-0.024880,-286.698600,2018.180700,2018-03-08
-0.047380,-334.984200,2018.197100,2018-03-14
-0.065680,-372.771600,2018.213600,2018-03-20
-0.145580,-546.543000,2018.279300,2018-04-13
-0.166380,-586.845100,2018.295700,2018-04-19
-0.088280,-410.372800,2018.312100,2018-04-25
-0.097880,-431.363600,2018.328500,2018-05-01
-0.174680,-610.960600,2018.394300,2018-05-25
-0.171580,-605.394600,2018.410700,2018-05-31
-0.206980,-684.871500,2018.427100,2018-06-06
-0.014480,-311.037700,2018.443500,2018-06-12
-0.027080,-338.213500,2018.460000,2018-06-18
-0.037680,-359.872000,2018.476400,2018-06-24
-0.064480,-414.855600,2018.492800,2018-06-30
-0.107180,-504.365400,2018.542100,2018-07-18
-0.103280,-495.706100,2018.550300,2018-07-21
-0.109580,-509.072900,2018.558500,2018-07-24
-0.003780,-280.326300,2018.624200,2018-08-17
0.018720,-233.519100,2018.640700,2018-08-23
0.008720,-254.176900,2018.673500,2018-09-04
-0.002580,-278.392300,2018.689900,2018-09-10
0.042620,-194.421300,2018.755600,2018-10-04
0.028920,-222.897200,2018.772100,2018-10-10
0.013620,-255.298500,2018.788500,2018-10-16
-0.006280,-298.382600,2018.804900,2018-10-22
-0.021180,-330.314900,2018.821400,2018-10-28
-0.044680,-380.244500,2018.837800,2018-11-03
-0.058480,-409.615700,2018.854200,2018-11-09
-0.082580,-461.450300,2018.870600,2018-11-15
-0.096880,-490.877300,2018.887100,2018-11-21
-0.125880,-550.136100,2018.903500,2018-11-27
-0.112180,-521.053500,2018.919900,2018-12-03
-0.081580,-453.680900,2018.936300,2018-12-09
-0.088780,-469.684300,2018.952800,2018-12-15
-0.025580,-335.018800,2018.969200,2018-12-21
-0.038880,-364.158900,2018.985600,2018-12-27
-0.063680,-417.114500,2019.002700,2019-01-02
-0.100080,-498.056200,2019.019200,2019-01-08
-0.089080,-481.534900,2019.052000,2019-01-20
0.000520,-294.343500,2019.084900,2019-02-01
-0.035580,-370.268000,2019.101300,2019-02-07
-0.038580,-376.297100,2019.117700,2019-02-13
-0.059380,-420.611500,2019.134200,2019-02-19
-0.087480,-479.651400,2019.150600,2019-02-25
-0.122780,-553.478200,2019.167000,2019-03-03
-0.154980,-625.182500,2019.199900,2019-03-15
-0.152580,-618.671200,2019.216300,2019-03-21
-0.202180,-728.800900,2019.232700,2019-03-27
-0.158880,-637.716300,2019.276500,2019-04-12
-0.167580,-657.205100,2019.298400,2019-04-20
-0.155280,-631.890800,2019.309400,2019-04-24
-0.222980,-785.555600,2019.331300,2019-05-02
-0.098480,-519.148100,2019.355900,2019-05-11
-0.123280,-572.676800,2019.421600,2019-06-04
-0.056180,-426.352700,2019.462700,2019-06-19
0.000620,-307.827800,2019.495600,2019-07-01
-0.005580,-321.971700,2019.506500,2019-07-05
0.012020,-289.253800,2019.561300,2019-07-25
-0.021280,-357.264200,2019.605100,2019-08-10
-0.019680,-353.781300,2019.618800,2019-08-15
-0.019880,-355.632000,2019.670800,2019-09-03
0.054920,-200.092600,2019.717300,2019-09-20
0.061820,-185.634900,2019.725500,2019-09-23
0.137120,-41.306200,2019.750200,2019-10-02
0.139520,-37.895700,2019.758400,2019-10-05
0.121220,-74.462500,2019.769300,2019-10-09
0.111220,-94.289000,2019.783000,2019-10-14
0.104720,-107.299100,2019.791200,2019-10-17
0.090620,-135.908700,2019.802200,2019-10-21
0.074920,-168.597200,2019.824100,2019-10-29
0.064720,-189.562500,2019.835000,2019-11-02
0.044120,-230.595800,2019.848700,2019-11-07
0.122720,-69.412100,2019.856900,2019-11-10
0.102020,-111.288800,2019.867900,2019-11-14
0.083320,-150.740000,2019.889800,2019-11-22
0.076420,-164.861500,2019.900800,2019-11-26
0.051820,-216.918100,2019.914400,2019-12-01
0.061720,-196.030400,2019.922700,2019-12-04
0.201920,82.874200,2019.947300,2019-12-13
0.199020,76.619700,2019.955500,2019-12-16
0.176820,32.305800,2019.966500,2019-12-20
0.167820,13.880400,2019.980200,2019-12-25
0.162420,2.745400,2019.988400,2019-12-28
0.125320,-75.171300,2020.013700,2020-01-06
0.118620,-89.641800,2020.021900,2020-01-09
0.093720,-142.395600,2020.032900,2020-01-13
0.085820,-159.531900,2020.046500,2020-01-18
0.084020,-163.623700,2020.054800,2020-01-21
0.064320,-206.225200,2020.065700,2020-01-25
0.055520,-225.297600,2020.079400,2020-01-30
0.053420,-229.802600,2020.087600,2020-02-02
0.031920,-277.185100,2020.098600,2020-02-06
0.016520,-311.391600,2020.112300,2020-02-11
0.004120,-338.764700,2020.120500,2020-02-14
-0.010680,-371.868300,2020.131400,2020-02-18
-0.019380,-391.328500,2020.145100,2020-02-23
-0.032880,-421.410200,2020.153300,2020-02-26
0.020020,-312.339100,2020.197100,2020-03-13
-0.037480,-441.944400,2020.230000,2020-03-25
-0.047780,-465.138000,2020.243700,2020-03-30
-0.029780,-425.304000,2020.251900,2020-04-02
-0.045480,-460.196600,2020.262800,2020-04-06
-0.048280,-466.593300,2020.276500,2020-04-11
-0.065980,-505.671100,2020.284700,2020-04-14
0.079720,-212.138900,2020.309400,2020-04-23
-0.055780,-496.967800,2020.407900,2020-05-29
-0.054080,-493.300900,2020.416200,2020-06-01
-0.052780,-490.618700,2020.427100,2020-06-05
-0.077180,-543.904500,2020.440800,2020-06-10
-0.108780,-611.818000,2020.481900,2020-06-25
-0.103080,-599.520400,2020.492800,2020-06-29
-0.001080,-386.122400,2020.506500,2020-07-04
-0.021680,-428.161900,2020.525700,2020-07-11
0.006420,-370.982000,2020.591400,2020-08-04
-0.015980,-418.279200,2020.605100,2020-08-09
-0.032080,-450.434900,2020.613300,2020-08-12
0.053920,-270.202400,2020.646100,2020-08-24
0.029420,-322.540700,2020.670800,2020-09-02
0.138120,-113.211200,2020.722800,2020-09-21
0.092720,-204.165600,2020.755600,2020-10-03
0.089120,-211.303200,2020.777600,2020-10-11
0.069120,-252.748400,2020.802200,2020-10-20
0.063020,-266.453600,2020.810400,2020-10-23
0.047020,-300.317800,2020.821400,2020-10-27
0.025120,-347.448500,2020.835000,2020-11-01
0.010920,-377.299900,2020.843300,2020-11-04
0.003720,-392.597100,2020.854200,2020-11-08
-0.020080,-442.857100,2020.867900,2020-11-13
-0.019780,-442.161600,2020.876100,2020-11-16
-0.038880,-483.865600,2020.887100,2020-11-20
-0.061880,-532.437200,2020.900800,2020-11-25
-0.061480,-532.134000,2020.909000,2020-11-28
-0.037980,-480.837300,2020.919900,2020-12-02
-0.066680,-542.219400,2020.933600,2020-12-07
-0.066980,-542.087900,2020.941800,2020-12-10
-0.101980,-618.847600,2020.966500,2020-12-19
-0.103880,-622.850500,2020.969200,2020-12-20
0.017420,-363.723200,2020.974700,2020-12-22
0.007020,-386.291700,2020.985600,2020-12-26
-0.006480,-415.481300,2020.999300,2020-12-31
-0.025480,-456.413200,2021.000000,2021-01-01
0.050520,-296.862200,2021.030100,2021-01-12
0.056420,-284.389900,2021.032900,2021-01-13
0.048520,-301.213000,2021.038300,2021-01-15
0.032220,-336.137800,2021.049300,2021-01-19
0.018520,-365.622000,2021.063000,2021-01-24
0.009120,-385.641600,2021.065700,2021-01-25
0.019620,-363.057800,2021.071200,2021-01-27
0.010020,-383.154600,2021.082100,2021-01-31
-0.027180,-463.917400,2021.104000,2021-02-08
0.028020,-346.290600,2021.115000,2021-02-12
