Change in area (10 km2),Change in length (m),Decimal Date,YYYY-MM-DD
0.0038,-676.2627,2020.7666,2020-10-07
0.0002,-688.0027,2020.7721,2020-10-09
-0.0039,-702.0581,2020.7803,2020-10-12
0.0013,-685.0316,2020.7858,2020-10-14
0.0102,-656.2576,2020.7885,2020-10-15
-0.0342,-848.1830,2021.1259,2021-02-16
-0.0196,-798.8308,2021.1424,2021-02-22
-0.0191,-797.2717,2021.1451,2021-02-23
-0.0217,-806.0188,2021.1478,2021-02-24
-0.0153,-779.0097,2021.1725,2021-03-05
-0.0195,-793.3415,2021.1807,2021-03-08
-0.0220,-802.1830,2021.1862,2021-03-10
-0.0259,-815.8368,2021.1889,2021-03-11
-0.0302,-831.2513,2021.1944,2021-03-13
-0.0217,-802.6005,2021.1971,2021-03-14
-0.0202,-801.0334,2021.2628,2021-04-07
-0.0259,-821.6098,2021.2847,2021-04-15
-0.0253,-819.4810,2021.2930,2021-04-18
-0.0292,-833.3879,2021.2957,2021-04-19
-0.0326,-845.5245,2021.2984,2021-04-20
-0.0319,-843.4777,2021.3121,2021-04-25
-0.0284,-831.1968,2021.3231,2021-04-29
-0.0266,-825.0691,2021.3258,2021-04-30
-0.0277,-828.9158,2021.3313,2021-05-02
-0.0292,-834.0941,2021.3340,2021-05-03
-0.0315,-842.2730,2021.3368,2021-05-04
-0.0289,-833.0099,2021.3395,2021-05-05
-0.0327,-846.3192,2021.3450,2021-05-07
-0.0204,-803.8633,2021.3477,2021-05-08
-0.0267,-827.5675,2021.3669,2021-05-15
-0.0232,-815.4402,2021.3723,2021-05-17
-0.0144,-785.6713,2021.3778,2021-05-19
-0.0202,-805.6106,2021.3888,2021-05-23
-0.0190,-801.4005,2021.3997,2021-05-27
-0.0163,-792.5226,2021.4025,2021-05-28
